title,Adjusted Budget,Adjusted Domestic,Adjusted International,Adjusted Worldwide
Independence Day: Resurgence,178200000.0,111395828.88000001,309460660.92,420856489.8
Trolls,135000000.0,166003629.12,208609989.84,374613618.96000004
Bad Santa 2,28080000.0,19204752.240000002,6800857.2,26005609.44
Deepwater Horizon,118800000.00000001,66348209.160000004,65185393.68000001,131533602.84
The Edge of Seventeen,9720000.0,15586163.64,5333457.96,20919621.6
Miss Peregrine's Home for Peculiar Children,118800000.00000001,94222260.72,225978780.96,320201041.68
The Great Wall,162000000.0,49184096.400000006,312544441.08000004,361728537.48
Assassin's Creed,135000000.0,59019783.84,200933900.64000002,259953684.48000002
Hacksaw Ridge,43200000.0,72586384.2,122300607.24000001,194886991.44000003
The Accountant,47520000.0,93160848.60000001,74412000.0,167572848.60000002
Money Monster,29160000.000000004,44293041.0,56452171.32,100745212.32000001
The 5th Wave,41040000.0,37710129.96,80988751.80000001,118698881.76
The Disappointments Room,16200000.000000002,2617345.44,3587297.7600000002,6204643.2
The Huntsman: Winter's War,124200000.00000001,52261405.2,125927079.84,178188485.04000002
Keeping Up with the Joneses,43200000.0,16096780.080000002,16215464.520000001,32312244.6
Gods of Egypt,151200000.0,33645741.120000005,129089592.00000001,162735333.12
The Magnificent Seven,97200000.0,100907267.4,74442219.48,175349486.88000003
Arrival,50760000.0,108589830.12,111069410.76,219659240.88000003
The Light Between Oceans,21600000.0,13549657.32,14504013.360000001,28053670.680000003
Alice Through the Looking Glass,183600000.0,83204691.48,240208894.44000003,323413585.92
Hell or High Water,12960000.0,29168471.520000003,11741795.64,40910267.160000004
Resident Evil: The Final Chapter,43200000.0,28976473.44,308245562.64000005,337222036.08000004
Ben-Hur,108000000.0,28523315.16,73062900.72,101586215.88000001
Star Trek Beyond,199800000.0,171556207.20000002,199393354.08,370949561.28000003
Me Before You,21600000.0,60744681.00000001,164234639.88000003,224979320.88000003
Pete's Dragon,70200000.0,82331803.08,72859161.96000001,155190965.04000002
Mike and Dave Need Wedding Dates,35640000.0,49690446.84,33543258.840000004,83233705.68
Ride Along 2,43200000.0,98519576.4,36054144.36,134573720.76000002
Batman v Superman: Dawn of Justice,270000000.0,356789009.52000004,586736703.0,943525712.5200001
The Jungle Book,189000000.0,393121212.84000003,650753435.1600001,1043874648.0000001
Inferno,81000000.0,37091059.92,200531899.8,237622959.72000003
The Conjuring 2,43200000.0,110667608.64,235356634.8,346024243.44
Fantastic Beasts and Where to Find Them,194400000.0,252760581.00000003,626400000.0,879160581.0
Incarnate,5400000.0,5183755.92,4576266.720000001,9760022.64
Risen,21600000.0,39830435.64,10316749.680000002,50147185.32
Sully,64800000.00000001,135075635.64000002,124985797.2,260061432.84
London Has Fallen,64800000.00000001,67526200.8,154688601.96,222214802.76000002
Friend Request,10692000.0,4059804.24,7793616.960000001,11853421.200000001
X-Men: Apocalypse,192240000.0,167877888.12,419570945.28000003,587448833.4000001
The Forest,10800000.0,28721801.880000003,14167158.120000001,42888960.0
Jack Reacher: Never Go Back,64800000.00000001,63392842.080000006,111724920.0,175117762.08
Ice Age: Collision Course,113400000.00000001,69188048.64,372077312.40000004,441265361.04
Captain America: Civil War,270000000.0,440731096.92,804828899.5200001,1245559996.44
Nerve,20520000.0,41670316.080000006,50401222.92,92071539.0
Whiskey Tango Foxtrot,37800000.0,24930000.720000003,2039909.4000000001,26969910.12
The Girl on the Train,48600000.0,81426637.80000001,105614089.92,187040727.72
Allied,91800000.0,43305909.120000005,85775715.72,129081624.84
The BFG,151200000.0,59922471.6,150940412.28,210862883.88000003
Underworld: Blood Wars,37800000.0,32782290.840000004,54798487.2,87580778.04
Lion,12960000.0,55878017.400000006,95659944.84,151537962.24
Rogue One: A Star Wars Story,216000000.0,574751509.9200001,565790344.9200001,1140541854.8400002
Snowden,43200000.0,23314520.520000003,17031272.76,40345793.28
La La Land,32400000.000000004,163189947.24,319015174.68,482205121.92
The Nice Guys,54000000.0,39162704.04,28648571.400000002,67811275.44
The Boy,10800000.0,38685120.480000004,41381953.92,80067074.4
Teenage Mutant Ninja Turtles: Out of the Shadows,145800000.0,88615729.08000001,176658026.76000002,265273755.84
The Shallows,18360000.0,59533966.440000005,69094852.2,128628818.64000002
The Purge: Election Year,10800000.0,85550445.0,42524465.400000006,128074910.4
Florence Foster Jenkins,31320000.000000004,29574471.6,23402538.360000003,52977009.96
Keanu,16200000.000000002,22239201.240000002,64238.4,22303439.64
Don't Breathe,10692000.0,96355305.0,74101620.96000001,170456925.96
13 Hours,54000000.0,57081476.52,17882803.080000002,74964279.60000001
The Birth of a Nation,9180000.0,17130491.28,991057.68,18121548.96
Jason Bourne,129600000.00000001,175429162.8,273294544.32,448723707.12
Miracles from Heaven,14040000.0,66641532.84,13260110.4,79901643.24000001
Kubo and the Two Strings,64800000.00000001,51864935.04000001,30484458.000000004,82349393.04
Queen of Katwe,16200000.000000002,9584340.120000001,1612193.76,11196533.88
Ouija: Origin of Evil,9720000.0,37956065.400000006,50286140.28,88242205.68
Nine Lives,32400000.000000004,21276034.560000002,41163566.04,62439600.6
All I See Is You,32400000.000000004,235055.52000000002,497346.48000000004,732402.0
Morgan,8640000.0,4228471.08,5285688.48,9514159.56
Patriots Day,48600000.0,34437269.88,21923341.200000003,56360611.080000006
Sleight,270000.0,4305144.600000001,3736.8,4308881.4
Storks,75600000.0,78493620.24000001,119566449.00000001,198060069.24
Almost Christmas,18360000.0,45531482.400000006,455911.2,45987393.6
Collateral Beauty,38880000.0,33497302.680000003,62113239.720000006,95610542.4
A Cure for Wellness,43200000.0,8755544.88,19994057.28,28749602.16
The Promise,97200000.0,8882231.040000001,4562339.04,13444570.08
Lights Out,5292000.0,72650341.80000001,88128000.0,160778341.8
Mother's Day,27000000.0,35092287.72,17592995.880000003,52685283.6
Hidden Figures,27000000.0,183175869.96,71657579.88000001,254833449.84
Split,9720000.0,149354674.20000002,151376032.44,300730706.64000005
Middle School: The Worst Years of My Life,9180000.0,21607720.92,3573709.2,25181430.12
Tyler Perry's Boo! A Madea Halloween,21600000.0,79062850.44000001,1750681.08,80813531.52000001
Wonder Woman,157940000.0,437317212.48,433840620.24,871157832.72
CHIPS,26500000.0,19716161.12,8692000.0,28408161.12
Rings,26500000.0,29460599.080000002,58605144.32,88065743.4
Ghost in the Shell,116600000.0,42997370.42,136992665.84,179990036.26000002
xXx: Return of Xander Cage,90100000.0,47592317.78,319293055.84000003,366885373.62
Downsizing,72080000.0,25916739.240000002,32387384.16,58304123.400000006
Kidnap,22260000.0,32829302.400000002,4073645.72,36902948.120000005
Baywatch,73140000.0,61543797.160000004,126984358.9,188528156.06
The Greatest Showman,89040000.0,184800584.44,276292189.54,461092773.98
The Foreigner,37100000.0,36457117.42,117639427.52000001,154096544.94
The Dark Tower,63600000.0,53743404.5,66281538.18,120024942.68
All Eyez on Me,42400000.0,47617640.120000005,11391179.76,59008819.88
A Dog's Purpose,23320000.0,68379137.2,149701688.48000002,218080825.68
The Snowman,37100000.0,7102037.100000001,38642539.56,45744576.660000004
Pirates of the Caribbean: Dead Men Tell No Tales,243800000.0,182912408.56,659641093.08,842553501.64
Blade Runner 2049,159000000.0,97577408.54,177216628.94,274794037.48
The Hitman's Bodyguard,31800000.0,79996697.98,111493093.84,191489791.82000002
American Assassin,34980000.0,38424654.440000005,32843584.84,71268239.28
King Arthur: Legend of the Sword,185500000.0,41525569.96,116070000.0,157595569.96
Geostorm,127200000.0,35722169.6,199174000.0,234896169.60000002
The Upside,39750000.0,114747668.02000001,18656000.0,133403668.02000001
Flatliners,20140000.0,17896101.900000002,29971647.34,47867749.24
The Mountain Between Us,37100000.0,32169468.3,34432673.24,66602141.54000001
Valerian and the City of a Thousand Planets,187832000.0,43660857.28,195765824.4,239426681.68
Spider-Man: Homecoming,185500000.0,354253208.40000004,578723731.0400001,932976939.44
Jumanji: Welcome to the Jungle,95400000.0,428812581.26000005,591015789.96,1019828371.22
Alien: Covenant,102820000.0,78717752.86,176627515.92000002,255345268.78
Snatched,44520000.0,48603308.68,15893144.98,64496453.660000004
The Mummy,132500000.0,85041568.7,348743934.72,433785503.42
Atomic Blonde,31800000.0,54789142.2,51225724.300000004,106014866.5
Star Wars: Episode VIII - The Last Jedi,336020000.0,657392264.9200001,755100017.4200001,1412492282.3400002
Going in Style,26500000.0,47719653.46,42294000.0,90013653.46000001
Beauty and the Beast,169600000.0,534255014.90000004,805077378.6600001,1339332393.5600002
Thank You for Your Service,21200000.0,10108478.0,486955.52,10595433.520000001
47 Meters Down,5618000.0,46965622.46,18953158.28,65918780.74
Logan,102820000.0,239853692.08,416309030.08000004,656162722.1600001
Jigsaw,10600000.0,40336001.92,68794059.36,109130061.28
Transformers: The Last Knight,230020000.0,137978803.98000002,503771862.44,641750666.4200001
Murder on the Orient Express,58300000.0,108996135.58,264961064.08,373957199.66
Ferdinand,117660000.0,89475002.80000001,224358348.14000002,313833350.94
War for the Planet of the Apes,159000000.0,155692971.72,364469977.06,520162948.78000003
Unforgettable,12720000.0,12050092.72,6784000.0,18834092.720000003
Thor: Ragnarok,190800000.0,333961786.34000003,571253967.22,905215753.5600001
American Made,53000000.0,54422520.0,88536068.58,142958588.58
Girls Trip,20140000.0,122081880.10000001,26903620.44,148985500.54000002
Power Rangers,106000000.0,90486317.0,60391157.400000006,150877474.4
Kong: Skull Island,196100000.0,178135980.72,422516000.0,600651980.72
Only the Brave,40280000.0,19444621.98,8487779.34,27932401.32
Baby Driver,36040000.0,114295413.72,126266378.5,240561792.22
Guardians of the Galaxy Vol. 2,212000000.0,413201887.06,502379527.0,915581414.0600001
The Space Between Us,31800000.0,8358411.640000001,8686891.860000001,17045303.5
The Bye Bye Man,7844000.0,23739554.36,7927182.44,31666736.8
My Little Pony: The Movie,6890000.0,23198213.42,40752469.56,63950682.980000004
The Circle,19080000.0,21727714.64,21368068.3,43095782.940000005
Fifty Shades Darker,58300000.0,121456125.0,282982471.76,404438596.76000005
The House,42400000.0,27119574.240000002,9116000.0,36235574.24
The Fate of the Furious,265000000.0,239568888.10000002,1070596536.98,1310165425.0800002
Kingsman: The Golden Circle,110240000.0,106248928.28,329307893.44,435556821.72
Pitch Perfect 3,47700000.0,111191381.80000001,85332983.9,196524365.70000002
Rough Night,21200000.0,23431981.580000002,26756138.400000002,50188119.980000004
"Everything, Everything",10600000.0,36168408.4,29150000.0,65318408.400000006
Dunkirk,106000000.0,201125104.9,357432000.0,558557104.9
Get Out,4770000.0,186603104.9,84135435.12,270738540.02000004
Annabelle: Creation,15900000.0,108217733.06,216689103.98000002,324906837.04
Marshall,12720000.0,10654758.540000001,69066.42,10723824.96
Happy Death Day,5088000.0,59024875.7,73983146.26,133008021.96000001
Wish Upon,12720000.0,15159595.3,9717105.860000001,24876701.16
Wind River,11660000.0,35828910.54,10790759.72,46619670.260000005
Detroit,36040000.0,17797547.34,6958858.66,24756406.0
Logan Lucky,30740000.0,29447835.62,21912985.68,51360821.300000004
Life,61480000.0,32048063.32,74526251.04,106574314.36
Home Again,12720000.0,28641501.040000003,10865463.22,39506964.260000005
Just Getting Started,23320000.0,6433781.300000001,1658282.02,8092063.32
"Roman J. Israel, Esq.",23320000.0,12680544.680000002,1126866.9200000002,13807411.600000001
Diary of a Wimpy Kid: The Long Haul,23320000.0,21983047.44,20566382.880000003,42549430.32
Boo 2! A Madea Halloween,26500000.0,50158746.32,1075221.6,51233967.92
A Ghost Story,106000.0,1692153.26,376630.72000000003,2068783.9800000002
The Post,53000000.0,86817665.48,103737958.94000001,190555624.42000002
Phoenix Forgotten,2968000.0,3816154.7600000002,103437.98000000001,3919592.74
Super Troopers 2,13905000.0,31535917.88,1039259.7000000001,32575177.580000002
Death Wish,30900000.0,35037538.84,16012052.46,51049591.300000004
First Man,60770000.0,46284641.35,62583696.1,108868337.45
Holmes & Watson,43260000.0,31490834.78,10190144.32,41680979.1
Venom,103000000.0,219920971.18,661846734.35,881767705.53
The Happytime Murders,41200000.0,21327645.560000002,7004000.0,28331645.560000002
Tomb Raider,96820000.0,59998327.09,222892000.0,282890327.09000003
Halloween,10300000.0,164122275.45000002,99027457.89,263149733.34
Overboard,12360000.0,51825606.69,42156653.7,93982260.39
Mortal Engines,103000000.0,16429571.200000001,69753281.99,86182853.19
Ready Player One,180250000.0,141820877.16,458556000.0,600376877.16
Bohemian Rhapsody,53560000.0,222920883.26000002,707844033.51,930764916.77
Hunter Killer,41200000.0,16240483.8,16382374.540000001,32622858.34
The House with a Clock in Its Walls,43260000.0,70606185.85000001,64794675.56,135400861.41
Second Act,16480000.0,40460693.81,33990000.0,74450693.81
Rampage,123600000.0,104059079.99000001,336810000.0,440869079.99
Pacific Rim: Uprising,154500000.0,61670760.75,237987291.69,299658052.44
Game Night,38110000.0,71254437.98,49955000.0,121209437.98
Annihilation,41200000.0,33714270.03,10648772.42,44363042.45
Red Sparrow,71070000.0,48280740.15,107839072.87,156119813.02
Crazy Rich Asians,30900000.0,179768908.63,65920000.0,245688908.63
Welcome to Marwen,40170000.0,11086425.6,2366910.13,13453335.73
The Equalizer 2,63860000.0,105146892.86,90965268.85000001,196112161.71
Solo: A Star Wars Story,283250000.0,220180537.36,184532013.85,404712551.21000004
The Predator,90640000.0,52555449.24,112802948.78,165358398.02
The Darkest Minds,35020000.0,13076561.73,29300088.64,42376650.370000005
Fantastic Beasts: The Crimes of Grindelwald,206000000.0,164342578.03,510159000.0,674501578.03
Alpha,52530000.0,36932896.43,64216395.45,101149291.88
Fifty Shades Freed,56650000.0,103419992.8,279724575.74,383144568.54
Maze Runner: The Death Cure,63860000.0,59773416.29,237047178.76000002,296820595.05
Overlord,39140000.0,22355989.32,20551590.0,42907579.32
Robin Hood,103000000.0,31749366.84,57334335.09,89083701.93
White Boy Rick,29870000.0,24731523.64,2004682.82,26736206.46
Mile 22,51500000.0,37192020.74,31106000.0,68298020.74
Christopher Robin,77250000.0,102191493.26,101485215.05,203676708.31
Bumblebee,139050000.0,131011456.67,351017877.68,482029334.35
The Meg,133900000.0,149807054.26,396344000.0,546151054.26
Jurassic World: Fallen Kingdom,175100000.0,430251352.8,917470629.52,1347721982.32
Mission: Impossible - Fallout,183340000.0,226763877.12,588084680.0,814848557.12
Mary Poppins Returns,133900000.0,177117191.14000002,182906427.68,360023618.82
Sicario: Day of the Soldado,36050000.0,51574402.050000004,26538473.240000002,78112875.29
Peter Rabbit,51500000.0,118711026.72,243093399.27,361804425.99
Ocean's Eight,72100000.0,144425272.33,162225000.0,306650272.33
"Love, Simon",17510000.0,42051131.230000004,26254646.44,68305777.67
The Girl in the Spider's Web,44290000.0,15286578.14,20933289.46,36219867.6
The Hurricane Heist,36050000.0,6299299.75,27193465.69,33492765.44
Deadpool 2,113300000.0,334329487.05,475038517.32,809368004.37
The Nutcracker and the Four Realms,123600000.0,56504616.53,122675284.54,179179901.07
The Hate U Give,23690000.0,30611067.490000002,5370961.78,35982029.27
Goosebumps 2: Haunted Halloween,36050000.0,48101651.99,48018339.410000004,96119991.4
Slender Man,10300000.0,31486568.52,21804136.95,53290705.47
Insidious: The Last Key,10300000.0,69777689.9,103144465.74000001,172922155.64000002
The Possession of Hannah Grace,7931000.0,15282544.66,29024479.18,44307023.84
Skyscraper,128750000.0,70472723.60000001,243542306.23000002,314015029.83
The Nun,22660000.0,120973622.57000001,255543000.0,376516622.57
Ralph Breaks the Internet,180250000.0,207124462.33,338079218.53000003,545203680.86
The First Purge,13390000.0,71573407.35000001,69594542.51,141167949.86
Adrift,36050000.0,32388362.36,29355000.0,61743362.36
Creed II,51500000.0,119187365.67,101455000.0,220642365.67000002
Proud Mary,14420000.0,21503323.39,902642.56,22405965.95
I Can Only Imagine,7210000.0,85986822.56,2620164.47,88606987.03
Bad Times at the El Royale,32960000.0,18374288.45,14464917.27,32839205.720000003
A Quiet Place,17510000.0,193665091.83,157502450.0,351167541.83
The Spy Who Dumped Me,41200000.0,34568931.07,43011369.33,77580300.4
Truth or Dare,3605000.0,42653345.45,55537062.34,98190407.79
I Feel Pretty,32960000.0,50259469.03,47116139.75,97375608.78
The 15:17 to Paris,30900000.0,37364574.58,21424000.0,58788574.58
Peppermint,25750000.0,36481284.69,19055000.0,55536284.690000005
Mamma Mia! Here We Go Again,77250000.0,124253983.05,282642064.13,406896047.18
Johnny English Strikes Again,25750000.0,4544535.100000001,159195364.18,163739899.28
Green Book,23690000.0,87632576.13,250114147.07,337746723.2
Every Day,5047000.0,6285138.28,4449364.13,10734502.41
A Simple Favor,20600000.0,55155043.58,45418911.93,100573955.51
Breaking In,6180000.0,48245807.7,4708160.9,52953968.6
BlacKkKlansman,15450000.0,50753600.2,45449247.49,96202847.69
"Paul, Apostle of Christ",5150000.0,18087289.25,8606155.73,26693444.98
Instant Family,49440000.0,69384134.11,54788752.92,124172887.03
SuperFly,16480000.0,21161469.48,242636.07,21404105.55
The Mule,51500000.0,106918539.21000001,73130000.0,180048539.21
Nobody's Fool,19570000.0,32664503.3,2051989.69,34716492.99
Motherless Brooklyn,26260000.0,9370513.36,9292000.0,18662513.36
Alita: Battle Angel,171700000.0,86567312.1,322333756.33,408901068.43
Shazam!,101000000.0,141775372.56,227856000.0,369631372.56
Pet Sematary,21210000.0,55271942.96,58977465.3,114249408.26
Countdown,6565000.0,25877983.66,22624000.0,48501983.660000004
Gemini Man,139380000.0,49032237.7,126171973.46000001,175204211.16
Black Christmas,5050000.0,10534027.3,8181000.0,18715027.3
Rambo: Last Blood,50500000.0,45267545.52,47137711.01,92405256.53
The Hustle,21210000.0,35771208.38,60196000.0,95967208.38
The Art of Racing in the Rain,18180000.0,26659598.42,7444856.45,34104454.87
Zombieland: Double Tap,42420000.0,73854312.82000001,50184190.17,124038502.99
Ford v Ferrari,98576000.0,118800600.57000001,108962691.53,227763292.1
Toy Story 4,202000000.0,438378388.08,645750150.85,1084128538.93
Rocketman,40400000.0,97331841.6,99799250.39,197131091.99
Long Shot,40400000.0,30619433.71,23793113.38,54412547.09
Hellboy,50500000.0,22122785.48,22988551.42,45111336.9
Men in Black: International,111100000.0,80801825.07000001,175627782.94,256429608.01
How to Train Your Dragon: The Hidden World,130290000.0,162407500.05,364610000.0,527017500.05
Star Wars: Episode IX - The Rise of Skywalker,277750000.0,520354567.42,564531123.0600001,1084885690.48
Jojo Rabbit,14140000.0,33704615.06,57533760.19,91238375.25
Ad Astra,90900000.0,50690253.7,83445247.57000001,134135501.27
A Beautiful Day in the Neighborhood,25250000.0,62321095.55,6117390.22,68438485.77
Little Women,40400000.0,109182226.14,98884341.89,208066568.03
Scary Stories to Tell in the Dark,25250000.0,69636545.75,37244387.31,106880933.06
Richard Jewell,45450000.0,22568997.42,21614000.0,44182997.42
Godzilla: King of the Monsters,171700000.0,111605139.38,278861000.0,390466139.38
Dumbo,171700000.0,115913970.07000001,240903497.14000002,356817467.21
After,14140000.0,12259950.65,58170866.17,70430816.82000001
Captain Marvel,161600000.0,431098137.39,708459404.55,1139557541.94
Avengers: Endgame,359560000.0,866956730.0,1958821839.64,2825778569.64
The Peanut Butter Falcon,6262000.0,20661722.51,2350099.31,23011821.82
The Prodigy,6060000.0,15004853.91,6356913.74,21361767.65
Harriet,17170000.0,43512976.55,202000.0,43714976.55
Maleficent: Mistress of Evil,186850000.0,115068901.05,381578488.84,496647389.89
The Best of Enemies,10100000.0,10307672.16,4238.97,10311911.13
The Curse of la Llorona,9090000.0,55281076.39,69084000.0,124365076.39
Just Mercy,25250000.0,36361517.02,14544000.0,50905517.02
Charlie's Angels,48480000.0,17981107.77,56031579.11,74012686.88
The Good Liar,10100000.0,17327618.580000002,16867000.0,34194618.58
Doctor Sleep,45450000.0,31897529.12,41208000.0,73105529.12
Cats,95950000.0,27438437.7,46994507.15,74432944.85
Cold Pursuit,60600000.0,32460250.62,44723701.93,77183952.55
The Kitchen,38380000.0,12301832.32,3838000.0,16139832.32
Pokémon Detective Pikachu,151500000.0,145546399.46,291789000.0,437335399.46
Escape Room,9090000.0,57575657.01,99693540.76,157269197.77
Miss Bala,15150000.0,15156892.24,380523.56,15537415.8
The Angry Birds Movie 2,65650000.0,42083787.160000004,107186180.31,149269967.47
The Lion King,262600000.0,549074423.43,1124438404.51,1673512827.94
Aladdin,184830000.0,359114808.16,702086084.37,1061200892.53
John Wick: Chapter 3 - Parabellum,75750000.0,172725843.87,157250980.4,329976824.27
Angel Has Fallen,40400000.0,69720740.36,79256269.54,148977009.9
Spider-Man: Far from Home,161600000.0,394437405.85,748809870.11,1143247275.96
Abominable,75750000.0,61323553.9,130467884.23,191791438.13
Bombshell,32320000.0,32080436.080000002,28152452.15,60232888.230000004
Downton Abbey,13130000.0,97822676.35,96192696.94,194015373.29
Wonder Park,90900000.0,45668960.93,75085740.17,120754701.1
Terminator: Dark Fate,186850000.0,62875607.77,200854877.15,263730484.92000002
Five Feet Apart,7070000.0,46186513.21,46250801.73,92437314.94
Fighting with My Family,11110000.0,23188474.86,18029661.5,41218136.36
X-Men: Dark Phoenix,202000000.0,66504433.74,188462970.0,254967403.74
The Intruder,8080000.0,35773313.22,1192041.39,36965354.61
Parasite,11514000.0,53903446.49,202845824.5,256749270.99
Don't Let Go,5050000.0,5267212.62,73678.49,5340891.11
Glass,20200000.0,112158952.68,137310076.71,249469029.39000002
Us,20200000.0,176835425.8,80901000.0,257736425.8
Midway,101000000.0,57415270.02,69247061.47,126662331.49
Breakthrough,14140000.0,41120212.82,9828588.76,50948801.58
Joker,55550000.0,338805824.11,746188000.0,1084993824.11
47 Meters Down: Uncaged,12120000.0,22483509.0,24767425.03,47250934.03
Good Boys,20200000.0,83971709.06,28078000.0,112049709.06
It Chapter Two,79790000.0,213709160.28,264115000.0,477824160.28000003
Black and Blue,12120000.0,22275866.13,692605.48,22968471.61
Dora and the Lost City of Gold,49490000.0,61082722.43,60748521.51,121831243.94
Dora and the Lost City of Gold,49490000.0,61082722.43,60748521.51,121831243.94
A Dog's Way Home,18180000.0,42424389.46,39090825.88,81515215.34
What Men Want,20200000.0,55158022.03,17780434.91,72938456.94
Stuber,16160000.0,22594156.52,10120697.93,32714854.45
Brightburn,6060000.0,17473443.39,15748911.82,33222355.21
Ready or Not,6060000.0,29001373.31,29190561.46,58191934.77
Ma,5050000.0,46354988.28,15361740.44,61716728.72
Jumanji: The Next Level,126250000.0,319999558.46,484542194.47,804541752.93
Yesterday,26260000.0,74019516.5,81230452.91,155249969.41
Little,20200000.0,41269085.81,8207881.15,49476966.96
Happy Death Day 2U,9090000.0,28429611.3,36816542.22,65246153.52
Overcomer,5050000.0,35094414.45,3311949.58,38406364.03
Annabelle Comes Home,30300000.0,74894116.91,158671000.0,233565116.91
Crawl,13635000.0,39404334.93,53053183.04,92457517.97
A Dog's Journey,16160000.0,23010194.71,53348404.02,76358598.73
1917,95950000.0,160819920.44,210888000.0,371707920.44
Last Christmas,25250000.0,35502257.5,87264000.0,122766257.5
Child's Play,10100000.0,29500487.03,15850772.34,45351259.37
21 Bridges,33330000.0,28825154.57,21614000.0,50439154.57
Midsommar,9090000.0,27700624.61,19658575.36,47359199.97
Knives Out,40400000.0,167016866.34,145308258.63,312325124.97
Unplanned,6060000.0,19195160.09,2067274.06,21262434.15
Playing with Fire,30199000.0,44896365.47,24421620.22,69317985.69
